,tweets,label
13,Nggak usah sombong... Jaminannya rakyat Indonesia akan membelamu kalo kamu benar.. kalau menjual Papua hanya utk popularitas dan membuat rakyat Papua menderita mending kamu pulang dan mempertanggungjawabkan perbuatanmu.,Non_R
14,HAHAHAH BANGSATTT apa gw ikutan ke papua sama lu aja ya,Non_R
15,"Selamat Jalan Sahabat Tercinta Kami Pahlawan Demokrasi Di Tanah Papua,Akan kami teruskan Perjuanganmu Untuk Tegaknya Demokrasi Yang Bersih Jujur dan Adil Di Tanah Papua Tercinta @ Kabupaten Waropen Papua  https://www.instagram.com/p/CD3z1ODsj25/?igshid=mxeucgvq9yqv …",Non_R
16,Loh Papua kan bagian dari Indonesia??  pic.twitter.com/PkLuofFEIn,Non_R
17,Pemuda Papua Dukung Otsus jilid II  pic.twitter.com/ddyTrKFSfg,Non_R
18,"Dukung Otsus Papua untuk meningkatkan kesejahteraan dan kemajuan Papua. 
#DukungOtsusPapuaMaju",Non_R
19,Dana otsus papua perlu evaluasi dan audit karena dana otsus belum dimaksimalkan pemerintah daerah untuk meningkatkan ekonomi papua.  pic.twitter.com/R0yu2wzqSl,Non_R
20,5 Wilayah Ini Memiliki Kasus COVID-19 Tertinggi di Papua -  http://Liputan6.com  http://dlvr.it/Rdf5jk ,Non_R
21,"Semua sobat Papua di Jakarta,wajib hadiri di medan juang biar semua paham:""JALAN ANEKSASI LEGAL INDONESIA ATAS WEST PAPUA"" sesuai NEW YORK AGREEMENT 1962 ( https://twitter.com/ProfYLH/status/1203928320204652544?s=19 …) & telah didukung PBB/@UN menolak ""REFERENDUN PAPUA"" jadi saatnya semua akui:""PAPUA NKRI SELAMANYA"".  https://twitter.com/RicoTude/status/1293978001940480001 … pic.twitter.com/baW7bvv4qe",Non_R
22,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
23,"Apa kabar Papua?
Ini salah satu destinasi impian saya. Semoga setelah pandemi ada rezeki ke sana aamiin.
Baca #blogpost mbak @dee_arif ini jadi makin kepengen deh menjelajahi Papua :D

#JumatBerkah https://www.deestories.com/2020/08/wonderful-papua-mengecap-surga-di-bumi-cendrawasih.html …",Non_R
24,"[LIVE] Dahsyatnya Padang Mahsyar – Ustadz Dr. Firanda Andirja, M.A. #UstadzFirandaAndirja #ngaji #AlQuran #Sunnah https://www.salafy.org/live-dahsyatnya-padang-mahsyar-ustadz-dr-firanda-andirja-m-a/ …",Non_R
25,masyarakat papua sangat membutuhkan dana otsus papua karena masyarakat pedalaman papua agar dpt merasakan trs manfaatnya dan otsus papua harus diawasi selalu agar merata! #DukungOtsusPapuaMaju,Non_R
26,"Hasil Pengeluaran TAIWAN
JUMAT, 14 AGUSTUS 2020
Result : 7409
Shio : NAGA
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/F4I0v6yrg0",Non_R
27,"#DukungOtsusPapuaMaju 
krn dana otsus berguna utk pelaksanaan pemb Papua mliputi program² prioritas di bidang pendidikn, kesehatan, pemberdayaan ekonomi masy jg infrastruktur. yg mna hal itu kn meningkatkn kemajuan jg kesejahteraan masy. membntu pem jg dlm hal pemasukn",Non_R
28,SSB PAPUA UNITED RESMI MENJADI JUARA PANGDAM CUP 2020  https://tabloidnusantara.com/ssb-papua-united-resmi-menjadi-juara-pangdam-cup-2020/11903/ … lewat @@tabloid_nusa #SEPARrespira #Bola,Non_R
29,"Papua NKRI selamanya
Tolak gerakan separatism yang merusak Bumi Cenderawasih 
#DukungOtsusPapuaMaju
@byutifvl
@Jaylani_Aray",Non_R
30,Amnesty Indonesia dan Australia Desak Pemerintah Indonesia Batalkan Sanksi Finansial Kepada Vero Koman http://disq.us/t/3r18ipd ,Non_R
31,"Papua bagian dari NKRI,  Tidak ada penjajahan,  tapi pembangunan infrastruktur dan SDM yg selalu dipersulit para separaties bersenjata. 
@VeronicaKoman  apa yg kau cari, 
Seperti yg didapatkan Judas...",Non_R
32,"Dukung Otsus Papua untuk meningkatkan kesejahteraan dan percepatan pembangunan Papua. 
#DukungOtsusPapuaMaju",Non_R
33,"Papua Lima ratus lebih peserta SBMPTN didiskualifikasi, ini salah satu penyebabnya  http://dlvr.it/Rdf5Jr  pic.twitter.com/UmE65w3lLi",Non_R
34,"Mantap papua !
#DukungOtsusPapuaMaju",Non_R
35,"Fasilitas, tunjangan serta
keuntungan yg dinikmati
petinggi freeport 1 juta
kali lipat pendapatan tahunan
wrga Timika, Papua #UsirFreeport",Non_R
36,"Pemprov Papua, tolong cairkan uang dari KONI untuk anak anak Papua yang jadi atlet pencak silat. sebelum saya menyampaikan somasi. oke?",Non_R
37,"Suka atau tidak suka, ya memang kita belum bs bersikap adil thdp Papua

Terlepas dari kontroversiny, VK bersuara keras mengenai ketidak adilan disana

Face it",Non_R
38,Pokja Perempuan MRP Gelar Hearing Dampak Covid Pada Perekonomian Mama-Mama Papua  http://disq.us/t/3r194zv ,Non_R
39,"Veronica Koman: Saya Siap Dibuang NKRI, Berikan ke Papua  https://www.pantausatu.id/2020/08/veronica-koman-saya-siap-dibuang-nkri.html?m=1 …",Non_R
40,PLN Raih Sertifikasi Anti Penyuapan https://kabarpapua.co/pln-raih-sertifikasi-anti-penyuapan/ …,Non_R
41,"Jual Masker Wajah Alami di Papua, WA: 082134685661 (Anwar) #MaskerWajahPapua pic.twitter.com/FpwuQ2Dzvb",Non_R
42,"guys percaya ga aku dom papua
👁👄👁",Non_R
43,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
44,#DukungOtsusPapuaMaju agar Papua bisa setara dgn daerah lainnya,Non_R
45,"Otsus papua harus tetap dijalankan, dana otsus harus sampai masyarakat paling bawah bukan untuk para pejabat.  pic.twitter.com/39dZQFGKAw",Non_R
46,"#DukungOtsusPapuaMaju

Penjarakan SJW prnjual tanah Papua.",Non_R
47,"Papua selamanya NKRI
#DukungOtsusPapuaMaju",Non_R
48,"banyak alasan muter2... gak mau ngakuin kalo dia emang udah ngelakuin banyak kesalahan.. akuin aja lebih gentleman, emang dia bersebrangan  dan pengen papua merdeka, biar jadi menteri HAM kali ntar hahaha🤣🤣",Non_R
49,Pendaftaran Wartawan Peliput PON Papua Diperpanjang  http://tvpapua.com/2020/08/14/pendaftaran-wartawan-peliput-pon-papua-diperpanjang/ …,Non_R
50,"Ditulisan ini sy baca, pegawai kab seolah malas turun kekampung2. 
Pecat saja, ganti dgn warga asli papua yg jelas2 menderita & ingin perbaikan. 
Dgn kekhususan papua sangat mungkin memecat pegawai yg malas. Abis uang utk menggaji pegawai yg malas. 

 https://twitter.com/VeronicaKoman/status/961529423634690049?s=19 …",Non_R
51,"Dana otsus yg digelontorkan untuk papua itu sangat besar oleh karena itu sangat wajar jika otsus papua itu perlu evaluasi, jangan sampai dana otsus ini hanya jadi bancakan pejabat setempat dan masyarakat tidak bisa merasakan manfaat otsus ini.  pic.twitter.com/WR8sdWZEgV",Non_R
52,"Papua adalah kita 🇮🇩
#DukungOtsusPapuaMaju",Non_R
53,"sqbenar nya kalo dari pandangan luas memang sudah selayak nya papua merdeka ... tdk ada lagi yg mengatakan "" MONYET "" biarkan mereka menjadi bangsa yg tangguh di tanah mereka !!! 

sama kaya kalimantan ulun ni sering di sambat urang hutan .. apa kalimantan cuman hutan aja",Non_R
54,"Papua adalah kita
#DukungOtsusPapuaMaju",Non_R
55,"#StopProvokasi tu ka.
Otsus itu par masyarakat Papua pung kesejahteraan, seharusnya Otsus itu dievaluasi bukan ditolak.
Jadi stop deng tolak-tolak.",Non_R
56,"Lalu apa fungsi perwakilan rakyat papua itu? Alias DPRD Papua. 
Bukankah yg memilih mrk adalah rakyat papua? Sehingga mrk bs duduk sbg wakil rakyat. 
Ketika anggaran otsus tdk tepat sasaran. 
Wakil rakyatlah yg pertama harus mencegah itu & Kepala daerah jg wajib putra daerah.",Non_R
57,Kami bersama Papua #WeLovePapua #PapuaDamai #NKRIDamai,Non_R
58,"Nah ini saya sepakat dengan pak john otsus papua itu perlu dievaluasi agar pelaksanaan otsus semakin baik kedepannya, bukannya malah ditolak.  pic.twitter.com/XJdlbEt3QX",Non_R
59,Justru yg ada didalam draf RUU BPIP adalah BPIP untuk memperkuat Pancasila sebagai ideologi negara!! pic.twitter.com/AJbmn7f108,Non_R
60,"Bapak @jokowi harusnya berbuat adil kepada saudara kita yg dari Papua..
Cobalah sekali2 menggunakan pakaian adat mereka pastinya mrk sangat bangga & bahagia apalagi jika digunakan pada pertemuan2 Internasional pastinya para Tokoh dunia akan terkagum2 melihatnya krn luar biasa..  https://twitter.com/jokowi/status/1294120858173050880 …",Non_R
61,"Saya salah satunya Sangat Mendukung banget Dengan adanya OTSUS Untuk Papua, karena Pada dasarnya OTSUS Yang6 dilakukan pemerintah untuk Papua akan membuat Papua terbantu dan makin maju #DukungOtsusPapuaMaju",Non_R
62,"Perlu nya cek dan evaluasi dana otsus papua agar ada sinkronisasi program pemerintah pusat & pemerintah daerah. Dan dana #OtsusPapua tepat penggunaannya. 
#DukungOtsusPapuaMaju",Non_R
63,cara menggunakan minyak lintah cukup diurut dari pangkal ke ujung  http://goo.gl/pSFHvL   087782799966/pin 233a27fb . #minyakpembesarpenis,Non_R
64,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
65,"Papua adalah bagian dari NKRI. Dengan adanya Otsus Papua langkah tepat untuk kemajuan pembangunan  dan kesejahteraan masyarakat Papua.

 Papua maju kebanggan NKRI #DukungOtsusPapuaMaju",Non_R
66,"Ada yg menarik di link tsb. Veronika siap di asingkan pemerintah jika aktivitasnya  dianggap tdk pro NKRI. 

Apakah berarti niat dia, pd awalnya, tetap pd garis ""papua bagian dari NKRI""?

Ini yg hrs di korek",Non_R
67,Papua Sejumlah Remaja di Solo dijemput polisi dalam kasus perundungan  http://dlvr.it/Rdf2sX  pic.twitter.com/h53FR8btHy,Non_R
68,"Buah Naga Terserang Hama Cacar, Petani di Arso 14 Beralih Tanam Nenas Madu  https://www.bogopapua.net/buah-naga-terserang-hama-cacar-petani-di-arso-14-beralih-tanam-nenas-madu/ …
#COVID19 #JanganRemehkanCovid19 #Papua #PPID #buahnaga",Non_R
69,"Coba pak jokowi pakai & sering pakai pakaian adat papua di acara kenegaraan...utk buktikan kebanggaan pd budaya papua bukan cuma mau kekayaan alamnya aja, meredakan opm, meningkatkan rasa percaya diri warga papua pd budayanya & membangun papua...",Non_R
70,"Karna kita Sayang Papua... 
Satu Hati #DukungOtsusPapuaMaju",Non_R
71,"Kenapa saya baru buka ini semua sekarang?

Karena saya tidak ingin ambil spotlight dari para tapol Papua. Mereka jauh lebih penting dikampanyekan daripada saya individu sendiri. Kini setengah dari tapol makar Papua sudah keluar, sisa 11 di Sorong dan 23 di Fakfak sedang sidang.",Non_R
72,Yesss Papua Indonesia #DukungOtsusPapuaMaju,Non_R
73,@NataliusPigai2 Natalius Pigai Menduga Presiden Jokowi Rasis dan Benci Papua  https://inikatasultra.com/2020/08/14/natalius-pigai-menduga-presiden-jokowi-rasis-dan-benci-papua/ …,Non_R
74,"Ones Bonay adalah sosok pejuang Papua yang menjadi saksi hidup perubahan Papua semenjak adanya dana #OtsusPapua. Ia berharap Otsus Jilid II tetap dijalankan dan dana otsus dapat menyentuh ke masyarakat paling bawah, bukan untuk para pejabat.
@elpanjullo @RahyaMaya @Gond_rong pic.twitter.com/0tWjITY7hZ",Non_R
75,"update covid-19 Provinsi Papua 
tgl. 14 agustus 2020  pic.twitter.com/yxGllLEg3T",Non_R
76,"Papua juga berhak Maju... 
Satu Hati #DukungOtsusPapuaMaju",Non_R
77,"Otsus dianggap sangat efektif untuk mensejahterakan rakyat Papua!! dimana selama ini Otsus sudah banyak berkontribusi dari berbagai aspek, diantaranya adalah infrastruktur, pendidikan dan kesehatan!!!  pic.twitter.com/6hP8HTx9DH",Non_R
78,"Harus ada jaminan dari para pejabat di papua kalo otsus harus tpt sasaran,  diperuntukkan utk masyarakat Papua. Harus ada jaminan kalo otsus diperpanjang tdk ada lagi busung lapar di Papua.",Non_R
79,Kami orng papua butuh kedamain dan keadilan sesusai dng UUD 45 dan lmbngn burung garuda.....,Non_R
80,"Papua adalah kita 
#DukungOtsusPapuaMaju",Non_R
81,Otsus untuk kemajuan papua #DukungOtsusPapuaMaju,Non_R
82,"OTSUS DI KEMBALIKAN KE JAKARTA KARENA NKRI ILEGAL DI ATAS TANAH PAPUA.

TDK ADA CERITA OMONG KOSONG EVALUASI DAN REVISI UU OTSUS. CERITA LAMA.

NKRI ILEGAL DI WEST PAPUA.  pic.twitter.com/18btp4L5e8",Non_R
83,"Kapolda Papua Pimpin Upacara Pelepasan Satgas Ops Pam Rah Wan BKO Polda Papua Tahun 2020 Dari Polda Sumsel Dan Polda Bengkulu, Jumat (14/08).
.
.
#Divisihumaspolri #Poldapapuapromoter #Polripromoter #Polriuntukindonesia #Polricegahcorona #Bersamacegahcovid-19 
#HUTRIKe-75 pic.twitter.com/6cevBJ83Iv",Non_R
84,"Selamanya Papua adlh Indonesia🇮🇩
Satu Hati #DukungOtsusPapuaMaju",Non_R
85,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
86,Harusnya aku di papua 2 bulan  baru 2 minggu dipulangin. :(,Non_R
87,1500 Orang Ditangkap pada 2019 Karena Suarakan West Papua di Indonesia  http://share.babe.news/s/hyrkmmpQvR ,Non_R
88,"Selain bermanfaat, Dana Otsus juga berguna utk pelaksanaan pembangunan di Papua meliputi sejumlah program prioritas, seperti pembangunan kesehatan, pendidikan, pemberdayaan ekonomi rakyat dan infrastruktur.

Yuk #DukungOtsusPapuaMaju 💪🏼 pic.twitter.com/JfbSWZtEB5",Non_R
89,"Duta Humas Polda Papua Sosialisasi Peringatan HUT RI Ke-75 Dan Bagikan 150 Bendera Merah Putih, Jumat (14/08).
.
.
#Divisihumaspolri #Poldapapuapromoter #Polripromoter #Polriuntukindonesia #Polricegahcorona #Bersamacegahcovid-19 #Polisiindonesia
#HUTRIKe-75 pic.twitter.com/IUHPxXopDg",Non_R
90,"Selain bermanfaat, Dana Otsus juga berguna utk pelaksanaan pembangunan di Papua meliputi sejumlah program prioritas, seperti pembangunan kesehatan, pendidikan, pemberdayaan ekonomi rakyat dan infrastruktur.

Yuk #DukungOtsusPapuaMaju 💪🏼 pic.twitter.com/5V7Ez3FLxF",Non_R
91,"Yesss
We ❤ Papua
#DukungOtsusPapuaMaju",Non_R
92,"Saya kalo jadi Veronica juga bingung.. Mau balik ke Indonesia nanti ditangkep.

Emang udah bener balikin nyicil.. Pake uang dari fee belain pembebasan Papua.",Non_R
93,"Selain bermanfaat, Dana Otsus juga berguna utk pelaksanaan pembangunan di Papua meliputi sejumlah program prioritas, seperti pembangunan kesehatan, pendidikan, pemberdayaan ekonomi rakyat dan infrastruktur.

Yuk #DukungOtsusPapuaMaju 💪🏼 pic.twitter.com/q2YqXJsX69",Non_R
94,"We ❤ Papua
#DukungOtsusPapuaMaju",Non_R
95,"Sobat Humas Polda Papua

Dalam Memproduksi Konten Visual Bertemakan HUT Ke-75  Kemerdekaan RI
Logo Dan Panduan Identitas Dapat Diakses Melalui Website Kementrian Sekretariat Negara Republik Indonesia
.
.
#Divisihumaspolri #Poldapapuapromoter #Polripromoter
#HUTRIKe-75 pic.twitter.com/QhIau9jMSM",Non_R
96,"We ❤ Papua
#DukungOtsusPapuaMaju",Non_R
97,"Bukan hanya dinsos, tapi tepatnya ""dimana negara?""
Apalagi papua adalah daerah kaya emas. Kok ada warganya yg begitu?
Mestinya kesehatan, pendidikan GRATIS, dan kebutuhan pokok dijamin negara ttg kepastian kecukupannya.

Itu dalam sistem islam.  https://twitter.com/Stevaniehuangg/status/1294261426857500674 …",Non_R
98,"Plot selanjutnya:
Papua utk AS, Kalimantan utk Ch. 
#JegalOmnibusLaw
#JegalOmnibusLaw https://twitter.com/WuArlex/status/1294254538933669889 …",Non_R
99,Untuk pertama kali di era Presiden @jokowi ada anak Bangsa asli Papua Frans Kaisiepo di abadikan jadi tokoh dalam pecahan uang Rupiah di icon uang sepuluh ribu  pic.twitter.com/BOAIdPj3mq,Non_R
100,Natalius Pigai Menduga Presiden Jokowi Rasis dan Benci Papua  https://inikatasultra.com/2020/08/14/natalius-pigai-menduga-presiden-jokowi-rasis-dan-benci-papua/ …,Non_R
101,"INDKASINO
Hallo guys yuk bergabung dengan INDKASINO permainan judi online yang sangat seru, bisa searching di google cari INDKASINO ^^
#indkasino #tiktok #corona #covid19 #jakarta #surabaya #makassar #bali #papua #ambon #kalimantan #pontianak #medan pic.twitter.com/sIfsHjbEhu",Non_R
102,"We Love Papua... 
Satu Hati #DukungOtsusPapuaMaju",Non_R
103,"Mari kita bersama2 menjaga Papua yg Aman dan Damai, 

#DukungOtsusPapua",Non_R
104,"Audit dan Evaluasi menjadi kata kunci agar dana #OtsusPapua bisa digunakan untuk perbaikan dan kemajuan Papua & Papua Barat.
@arjuno_ireng01 @V_Stone_Kardol @valentina_rama pic.twitter.com/LNFtI2BmAX",Non_R
105,"sqbenar nya kalo dari pandangan luas memang sudah selayak nya papua merdeka ... tdk ada lagi yg mengatakan "" MONYET "" biarkan mereka menjadi bangsa yg tangguh di tanah mereka !!! 

sama kaya kalimantan ulun ni sering di sambat urang hutan .. apa kalimantan cuman hutan aja",Non_R
106,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
107,"Manusia Indonesia silahkan merayakan hari kemerdekaan kalian...
Tanggl 16-17 Agustus 2020 Monyet Papua merayakan sebagai HARI PERKABUNGAN DAN RASISME....

#BlackLivesMatter
#papuanlivesmatter
#FreeWestPapua
#JKWBapakHoaxNasional
#RepublikNgibul pic.twitter.com/I10Mx79TsC",Non_R
108,"@NataliusPigai2 HATI-HATI KALAU MEMFITNAH ORANG LAIN...
GAK ADA MONYET YG GAK PERNAH JATUH DARI POHONNYA!! 
Nanti kalau kau jatuh, nangis nangis minta maaf... 
@PemprovPapua
@dewanadatpapua

Natalius Pigai Sebut Presiden Jokowi Rasis dan Benci Papua  http://share.babe.news/s/MjhNmmpQvR ",Non_R
109,"heee cb sana idup jd orang papua yg tiap hari idup gatenang slalu ada anceman dr militer, pindah pulau pun dikatain monyet. mending merdeka drpd idup kek bgitu 🙄",Non_R
110,"Tidak peduli apa latar belakang saya,  tapi tindakan rasis tidak pernah dibenarkan, dulu orang papua di panggil monyet di asrama surabaya sekarang orang malang di serupakan dengan monyet.",Non_R
111,"orang papuanya aja emang mau lepas, trus giliran mau lepas ga dibolehin. kemaren kemaren org papua di surabaya diusir & dikatain monyet. gimanasih rasanya jadi mreka? terserah mau dibilang manas-manasin, tapi emang kenyataannya masih bnyk yang abai kok soal papua.",Non_R
112,haha jangan pake ekoun bodong monyet. ngaku org papua otak mirip orang gila 😂.. papua gak segila anda monyet!,Non_R
113,Kalian tau g si knp papua lbh milih merdeka? Mreka jg sakithati dikatain monyet mulu sm org2 yg kulitnya tidak hitam di Indonesia.... Mreka jg ngrasa kayanya klo mreka diperlakukan g adil... Klo mau mecah belah.. hrsnya ada agenda sndiri dia,Non_R
114,"Keadilan untuk orang2 Papua saat menerima rasisme di luar Papua. Sudah banyak kasus mahasiswa Papua yg di remehkan bahkan, menjadi bahan olok2an sampai di katai monyet. Sampai saat ini mana hukum yg menjerat tersangka rasisme tsb? Apa karna mereka aparat atau org jawa?",Non_R
115,"enggak. makanya, harusnya kasus ini bida bikin buka mata kalo rasisme terhadap papua itu ada. dan mereka merasa di anak tirikan, ga merdeka. jaga persatuan tapi kemarin ada tuh yang manggil-manggil monyet",Non_R
116,"siapa bilang? papua dirasisin, dipanggil monyet, pendidikan juga ga bagus giliran mereka mau merdeka gaboleh. kalo papua merdeka paling mereka bergantung sama Australi, ya sama aja. disini tuh harusnya buka mata supaya ga rasis lagi, supaya govt mau memperbaiki papua spy ga lepas",Non_R
117,"Atau hak ahli waris. Video aparat polisi yg teriak2 ""monyet"" di dpn asrama mahasiswa Papua tu dlm rangka apa?",Non_R
118,"SELAMAT MENYONGSONG
1 TAHUN HARI RASIS MONYET BAGI ORANG ASLI PAPUA.
16 - 18 AGUSTUS 2020

4 MAHASISWA 
EKS TAPOL PAPUA SORONG
@Dano_Tabuni @Hollym_Papua @LbhPapua @friwp @suarbudaya @PapuaItuKita @WestPapuaGirl @PetisiP @SuaraPapua @jubidotcom pic.twitter.com/TOjVJRWcBI",Non_R
119,"Tanggal 17 Agustus adalah hari kemerdekaan bagi bangsa Indonesia namun bagi bangsa Papua 17 Agustus adalah hari Rasisme.

#Monyet menolak lupa!
Lawan !
#Papua
#SavePapua
#PapuaLivesMatters pic.twitter.com/XvG5MeTCUx",Non_R
120,"Hasil Pengeluaran CHINA
SENIN, 10 AGUSTUS 2020
Result : 3341
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/RlOfbwSnUe",R
121,Pengecut sekali monyet papua satu ini wkwkwk,R
122,Wah bau bau monyet nih negro papua,R
123,"memang betul kok , perkara tersebut sengaja dibuat dan dibesarkan karena kepentingan politik untuk memisahkan papua dari indonesia. Padahal kata ""Monyet"" tersebut tidak semua orang indonesia mengatakan hal tersebut , hanya sebagian oknum yang tidak bertanggung jawab .",Non_R
124,"Io paitua ko su nyaman jadi ko bicara begitu sudah mo,. 

Jadi klo mereka bilang ko monyet, tikus dan sampah sebenarnya ko yg pantas untuk mendapatkan sebutan tadi.

Rektor Uncen su dapat kartu merah, tinggal ko saja nanti kartu warna apa kah bgitu 🙈🤣🐁🚮  pic.twitter.com/VqlOhX7ChQ",Non_R
125,"Nilai Kemanusiaan itu sangatkah penting untuk dibahas, saya juga sakit hati ketika mereka katakan kalau Orang Papua Monyet di Tahun 2019 lalu.
Orang Melanesia bisa sangat maju ketika terlepas dari Genggaman  Austronesia.",Non_R
126,"Hasil Pengeluaran CAMBODIA
SABTU, 8 AGUSTUS 2020
Result : 3277
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/U7PFmLfK73",R
127,"PLAY & Let The Fun Begin 😱
Like + RT + Click ⬇️
 https://www.reddeergames.com 
Did You see it? 🙈 pic.twitter.com/45a6EF3ixr",Non_R
128,"bajingan, mreka yang manggil orang papua, dkk monyet karena rasis. Mreka gak sadar diri apa? Kulit mereka juga gak putih, tapi sok sok an ngehina mreka mreka yang berkulit hitam. kulit juga gak putih aja belagu pake acara rasis bangsat  https://twitter.com/VeronicaKoman/status/1163444548820856834 …",Non_R
129,"Cuka terjadi di surabaya langsung main generalisasi kalau banyak orang papua dikatain monyet , gue yakin loe cuma sjw kuontol yg gak pernah ke papua tapi sok tau tentang papua",Non_R
130,"Anon goblog. Ngapain lu ngatain orang papua ""monyet"" ?

Ga inget lu kata beginian pernah jadi perkara. Masih diterus²in aja goblog.
Emang paling mulia lo!",Non_R
131,Cek juga disana ada berapa banyak orang papua yg di bilang MONYET 🤦‍♂️,Non_R
132,"Hasil Pengeluaran HONGKONG
JUMAT, 7 AGUSTUS 2020
Result : 1865
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/p04BFv6exH",R
133,"17 agustus 2020 mendatang adalah tanggal dmna orang papua di rasis monyet. 

saya adlah sala satu anak dr beribu anak papua yang tidak terima dengan tindakan #indonesia terhadap #west_papu. 

Maka'', setiap tanggal 
17 agustus kami akan mempringati hari rasis di west papua.  pic.twitter.com/zS2VaHeo0u",Non_R
134,"gw gada masalah ye ma orang papua 
kecuali orang2 macem lu emang pantes di sebut monyet 
yg benci negaranya tapi masih gelantungan di dalemnya 

sampah",R
135,"Murid SMK Negri 1 Fakfak. Papua Barat, Demo tuntun Buka Palang (Adat) Sekolah, Apa Kabar Pemerintah Daerah..  pic.twitter.com/rIXY3o7mtX",Non_R
136,"Hasil Pengeluaran HONGKONG
KAMIS, 6 AGUSTUS 2020
Result : 6265
Shio : MONYET
Selamat Para Pemenang JP
#jayagaming #casinotogel #jayatogel #jayapoker #idnplay #idnlive #hkbgaming #togelonline #papua #togeljitu #dewatogel #bandarcasino #sbobet pic.twitter.com/qUAQoNjphU",R
137,"Wajib di baca bagi OAP.
Mereka adalah para leluhur ""Deretan Pahlawan Pemberani Asal Papua yang Berhasil Menyatukan NKRI""  http://share.babe.news/s/YeZhyppQvR ",Non_R
